person_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,personality_summary
P08939,0.83,0.39,0.56,0.82,0.71,0.36,0.72,0.35,0.66,0.58,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，重视家庭联系，喜欢晚间外出。
P08940,0.31,0.34,0.56,0.36,0.45,0.21,0.42,0.36,0.24,0.67,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08941,0.66,0.53,0.59,0.57,0.29,0.33,0.77,0.73,0.74,0.38,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P08942,0.81,0.65,0.42,0.79,0.58,0.55,0.10,0.35,0.36,0.58,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P08943,0.65,0.53,0.35,0.38,0.35,0.60,0.79,0.43,0.60,0.62,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P08944,0.22,0.62,0.52,0.18,0.19,0.84,0.79,0.47,0.56,0.80,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P08945,0.49,0.35,0.56,0.42,0.42,0.44,0.45,0.35,0.69,0.65,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P08946,0.67,0.32,0.60,0.62,0.56,0.27,0.80,0.38,0.88,0.68,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P08947,0.53,0.22,0.61,0.44,0.38,0.48,0.33,0.67,0.24,0.25,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08948,0.58,0.87,0.20,0.50,0.48,0.94,0.59,0.83,0.65,0.62,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P08949,0.32,0.54,0.48,0.21,0.34,0.67,0.44,0.63,0.21,0.37,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P08950,0.04,0.64,0.31,0.42,0.48,0.69,0.49,0.58,0.37,0.64,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08951,0.57,0.33,0.72,0.82,0.71,0.57,0.63,0.40,0.51,0.80,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式沉稳耐心，喜欢晚间外出，处理分歧时较有耐心。
P08952,0.16,0.53,0.42,0.58,0.61,0.64,0.96,0.31,0.44,0.45,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P08953,0.26,0.07,0.79,0.49,0.31,0.90,0.13,0.66,0.61,0.38,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08954,0.69,0.35,0.69,0.56,0.50,0.40,0.65,0.51,0.44,0.55,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P08955,0.86,0.91,0.16,0.44,0.80,0.25,0.47,0.52,0.36,0.51,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P08956,0.58,0.77,0.31,0.57,0.66,0.59,0.31,0.69,0.56,0.55,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P08957,0.50,0.20,0.47,0.36,0.39,0.41,0.39,0.14,0.22,0.92,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P08958,0.43,0.79,0.27,0.57,0.62,0.74,0.48,0.71,0.47,0.86,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，处理分歧时较有耐心。
P08959,0.58,0.79,0.42,0.66,0.55,0.76,0.49,0.86,0.44,0.12,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P08960,0.44,0.42,0.61,0.49,0.37,0.41,0.11,0.23,0.31,0.52,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08961,0.51,0.55,0.51,0.60,0.54,0.19,0.58,0.44,0.42,0.62,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08962,0.69,0.35,0.66,0.47,0.74,0.19,0.40,0.15,0.61,0.57,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P08963,0.59,0.65,0.52,0.57,0.55,0.10,0.58,0.65,0.17,0.74,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P08964,0.25,0.34,0.45,0.39,0.22,0.39,0.69,0.27,0.33,0.19,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P08965,0.82,0.38,0.48,0.73,0.54,0.35,0.49,0.29,0.70,0.47,直接简洁,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式直接简洁，生活取向相对均衡。
P08966,0.26,0.47,0.45,0.41,0.53,0.22,0.22,0.33,0.20,0.63,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08967,0.55,0.72,0.45,0.46,0.37,0.39,0.67,0.54,0.58,0.31,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08968,0.11,0.57,0.41,0.43,0.35,0.44,0.58,0.74,0.80,0.89,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，处理分歧时较有耐心。
P08969,0.28,0.83,0.26,0.27,0.52,0.15,0.76,0.76,0.17,0.74,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式温和体贴，重视家庭联系，处理分歧时较有耐心。
P08970,0.75,0.38,0.72,0.87,0.42,0.60,0.31,0.29,0.57,0.57,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P08971,0.80,0.34,0.65,0.67,0.62,0.35,0.40,0.40,0.14,0.55,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P08972,0.35,0.70,0.32,0.62,0.44,0.31,0.23,0.56,0.26,0.90,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P08973,0.40,0.22,0.73,0.57,0.61,0.30,0.30,0.37,0.35,0.19,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08974,0.38,0.50,0.32,0.66,0.55,0.74,0.27,0.64,0.50,0.36,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08975,0.50,0.68,0.42,0.50,0.34,0.72,0.76,0.13,0.49,0.50,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P08976,0.91,0.58,0.39,0.59,0.61,0.57,0.85,0.42,0.26,0.14,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P08977,0.54,0.54,0.73,0.40,0.45,0.46,0.74,0.58,0.54,0.64,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P08978,0.67,0.18,0.74,0.38,0.73,0.52,0.42,0.15,0.81,0.63,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式直接简洁，喜欢晚间外出。
P08979,0.78,0.66,0.44,0.53,0.69,0.47,0.14,0.52,0.66,0.27,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P08980,0.54,0.59,0.36,0.78,0.60,0.68,0.41,0.11,0.83,0.39,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式直接简洁，生活取向相对均衡。
P08981,0.86,0.59,0.32,0.58,0.64,0.48,0.38,0.28,0.89,0.47,直接简洁,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P08982,0.45,0.55,0.44,0.65,0.60,0.40,0.96,0.64,0.51,0.61,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P08983,0.69,0.48,0.51,0.60,0.51,0.65,0.86,0.31,0.80,0.63,直接简洁,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P08984,0.33,0.56,0.55,0.49,0.57,0.21,0.41,0.54,0.42,0.53,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08985,0.43,0.07,0.79,0.72,0.40,0.31,0.66,0.44,0.28,0.32,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P08986,0.74,0.14,0.65,0.38,0.70,0.50,0.84,0.61,0.57,0.62,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系，喜欢晚间外出。
P08987,0.72,0.07,0.70,0.51,0.64,0.36,0.31,0.59,0.35,0.66,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P08988,0.44,0.53,0.64,0.70,0.26,0.54,0.02,0.41,0.63,0.21,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P08989,0.50,0.48,0.41,0.44,0.40,0.21,0.31,0.42,0.45,0.50,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P08990,0.17,0.66,0.28,0.61,0.11,0.41,0.60,0.71,0.37,0.57,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P08991,0.77,0.62,0.35,0.62,0.42,0.87,0.41,0.19,0.10,0.73,沉稳耐心,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P08992,0.25,0.46,0.43,0.49,0.43,0.56,0.42,0.73,0.63,0.51,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P08993,0.75,0.31,0.43,0.60,0.55,0.53,0.60,0.42,0.43,0.23,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P08994,0.72,0.09,0.77,0.46,0.65,0.58,0.35,0.59,0.78,0.47,坦率热情,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P08995,0.46,0.35,0.55,0.48,0.49,0.51,0.09,0.71,0.55,0.37,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P08996,0.47,0.38,0.54,0.30,0.64,0.25,0.67,0.60,0.37,0.60,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P08997,0.53,0.16,0.66,0.79,0.43,0.52,0.53,0.92,0.20,0.79,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式温和体贴，处理分歧时较有耐心。
P08998,0.36,0.15,0.67,0.60,0.54,0.61,0.33,0.42,0.47,0.85,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P08999,0.53,0.35,0.51,0.60,0.53,0.50,0.20,0.60,0.71,0.39,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P09000,0.74,0.64,0.50,0.55,0.70,0.61,0.37,0.36,0.60,0.58,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P09001,0.81,0.55,0.32,0.52,0.41,0.74,0.33,0.71,0.29,0.58,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P09002,0.49,0.45,0.42,0.52,0.40,0.72,0.37,0.07,0.50,0.67,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09003,0.35,0.81,0.37,0.43,0.66,0.22,0.54,0.83,0.39,0.38,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P09004,0.62,0.52,0.34,0.45,0.79,0.66,0.79,0.38,0.63,0.52,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系，喜欢晚间外出。
P09005,0.50,0.65,0.36,0.54,0.47,0.10,0.68,0.61,0.43,0.41,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P09006,0.68,0.90,0.27,0.43,0.44,0.68,0.57,0.65,0.34,0.60,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P09007,0.15,0.63,0.44,0.38,0.55,0.70,0.79,0.74,0.81,0.60,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P09008,0.54,0.32,0.63,0.44,0.59,0.18,0.19,0.57,0.54,0.49,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09009,0.79,0.66,0.47,0.61,0.47,0.64,0.74,0.21,0.20,0.76,沉稳耐心,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P09010,0.26,0.54,0.56,0.46,0.59,0.60,0.22,0.51,0.92,0.35,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P09011,0.76,0.16,0.55,0.84,0.77,0.85,0.47,0.48,0.61,0.40,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，喜欢晚间外出。
P09012,0.32,0.13,0.82,0.34,0.29,0.48,0.54,0.57,0.52,0.59,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P09013,0.17,0.46,0.51,0.64,0.47,0.48,0.89,0.47,0.51,0.46,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P09014,0.43,0.31,0.51,0.38,0.38,0.43,0.66,0.57,0.37,0.54,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09015,0.42,0.22,0.69,0.42,0.28,0.52,0.75,0.32,0.43,0.26,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P09016,0.81,0.47,0.53,0.40,0.56,0.61,0.66,0.78,0.45,0.63,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P09017,0.25,0.72,0.35,0.43,0.26,0.32,0.21,0.20,0.43,0.74,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P09018,0.39,0.16,0.54,0.70,0.47,0.25,0.45,0.17,0.67,0.47,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P09019,0.54,0.40,0.73,0.39,0.61,0.37,0.70,0.56,0.58,0.41,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P09020,0.39,0.65,0.45,0.34,0.39,0.63,0.61,0.28,0.56,0.19,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09021,0.38,0.27,0.59,0.52,0.45,0.36,0.86,0.32,0.77,0.62,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P09022,0.38,0.68,0.26,0.36,0.38,0.86,0.34,0.40,0.87,0.77,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
P09023,0.52,0.79,0.45,0.83,0.70,0.50,0.40,0.47,0.57,0.04,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式克制务实，喜欢晚间外出。
P09024,0.28,0.68,0.34,0.40,0.47,0.41,0.41,0.78,0.63,0.66,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P09025,0.33,0.19,0.76,0.30,0.53,0.71,0.76,0.49,0.55,0.86,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P09026,0.53,0.53,0.49,0.65,0.67,0.45,0.78,0.64,0.77,0.33,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P09027,0.65,0.39,0.58,0.53,0.74,0.78,0.54,0.19,0.48,0.69,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，喜欢晚间外出。
P09028,0.57,0.13,0.67,0.54,0.63,0.27,0.38,0.61,0.60,0.25,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09029,0.79,0.77,0.52,0.51,0.50,0.17,0.88,0.43,0.54,0.65,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P09030,0.73,0.23,0.70,0.68,0.58,0.54,0.58,0.06,0.29,0.49,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P09031,0.73,0.38,0.58,0.64,0.54,0.66,0.98,0.49,0.46,0.30,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P09032,0.58,0.21,0.61,0.59,0.44,0.34,0.60,0.26,0.23,0.43,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09033,0.23,0.49,0.46,0.55,0.48,0.19,0.67,0.31,0.70,0.21,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P09034,0.38,0.46,0.53,0.55,0.66,0.28,0.60,0.35,0.62,0.55,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09035,0.57,0.59,0.40,0.43,0.65,0.34,0.66,0.51,0.29,0.65,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P09036,0.48,0.45,0.49,0.80,0.70,0.58,0.50,0.23,0.40,0.54,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，喜欢晚间外出。
P09037,0.65,0.57,0.45,0.70,0.50,0.30,0.66,0.55,0.22,0.44,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P09038,0.22,0.53,0.54,0.49,0.11,0.51,0.37,0.40,0.56,0.75,沉稳耐心,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P09039,0.30,0.73,0.36,0.36,0.69,0.28,0.28,0.89,0.62,0.23,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，喜欢晚间外出。
