person_id,organization_id,team_id,member_role,work_place_id,match_distance_m,match_confidence
P07589,ORG_W31373084,ORG_W31373084_T001,私教,PL_W31373084,0.0,verified
P07590,ORG_N11891397695,ORG_N11891397695_T001,软件工程师,PL_W659599068,75.2,medium
P07591,ORG_UNRES_W659539186,ORG_UNRES_W659539186_T001,焊工,PL_W659539186,0.0,unresolved
P07592,ORG_N7726551152,ORG_N7726551152_T001,客服,PL_N7726551152,0.0,verified
P07593,ORG_N6491254390,ORG_N6491254390_T001,销售代表,PL_W336917018,78.7,medium
P07594,ORG_UNRES_N7580979792,ORG_UNRES_N7580979792_T001,收银员,PL_N7580979792,0.0,unresolved
P07595,ORG_UNRES_W661251417,ORG_UNRES_W661251417_T001,仓库操作员,PL_W661251417,0.0,unresolved
P07596,ORG_N13708205138,ORG_N13708205138_T001,财务专员,PL_N13708205138,0.0,verified
P07597,ORG_N5441763275,ORG_N5441763275_T001,产品经理,PL_N5441763275,0.0,verified
P07598,ORG_W306715327,ORG_W306715327_T001,软件工程师,PL_W306715325,38.9,medium
P07599,ORG_N6565391652,ORG_N6565391652_T001,软件工程师,PL_W660832883,50.8,medium
P07600,ORG_UNRES_W150432577,ORG_UNRES_W150432577_T001,运营专员,PL_W150432577,0.0,unresolved
P07601,ORG_N7751916017,ORG_N7751916017_T001,美容师,PL_N7751916019,23.1,high
P07602,ORG_UNRES_W34551489,ORG_UNRES_W34551489_T001,卡车司机,PL_W34551489,0.0,unresolved
P07603,ORG_N7759217325,ORG_N7759217325_T001,收银员,PL_N7759217325,0.0,verified
P07604,ORG_N6342200350,ORG_N6342200350_T001,高级软件工程师,PL_N6342200350,0.0,verified
P07605,ORG_W33296645,ORG_W33296645_T001,建筑工人,PL_W59252720,101.4,medium
P07606,ORG_N7528906428,ORG_N7528906428_T001,健身教练,PL_N7528906428,0.0,verified
P07607,ORG_W27668360,ORG_W27668360_T001,高级产品经理,PL_W702100741,17.2,high
P07608,ORG_N12312756757,ORG_N12312756757_T001,本科生,PL_N12312756757,0.0,verified
P07609,ORG_W25491342,ORG_W25491342_T001,酒店前台,PL_W25491342,0.0,verified
P07610,ORG_UNRES_W661649901,ORG_UNRES_W661649901_T001,自由设计师,PL_W661649901,0.0,unresolved
P07611,ORG_UNRES_W663564963,ORG_UNRES_W663564963_T001,翻译,PL_W663564963,0.0,unresolved
P07612,ORG_UNRES_W31812603,ORG_UNRES_W31812603_T001,自媒体从业者,PL_W31812603,0.0,unresolved
P07613,ORG_W231773826,ORG_W231773826_T001,酒店服务人员,PL_W231773826,0.0,verified
P07614,ORG_N6848476768,ORG_N6848476768_T001,高级运营专员,PL_W1194870091,39.1,medium
P07615,ORG_UNRES_W659445387,ORG_UNRES_W659445387_T001,自由设计师,PL_W659445387,0.0,unresolved
P07616,ORG_UNRES_W495079991,ORG_UNRES_W495079991_T001,采购经理,PL_W495079991,0.0,unresolved
P07617,ORG_W58565872,ORG_W58565872_T001,销售经理,PL_W58565872,0.0,verified
P07618,ORG_N10671887620,ORG_N10671887620_T001,自由设计师,PL_N10671887620,0.0,verified
P07619,ORG_N9573825416,ORG_N9573825416_T001,HR经理,PL_N9573825416,0.0,verified
P07620,ORG_UNRES_W705218753,ORG_UNRES_W705218753_T001,汽车技师,PL_W705218753,0.0,unresolved
P07621,ORG_N6603471785,ORG_N6603471785_T001,理发师,PL_N6603471785,0.0,verified
P07622,ORG_W32742028,ORG_W32742028_T001,销售代表,PL_W32742028,0.0,verified
P07623,ORG_W195412354,ORG_W195412354_T001,销售经理,PL_W796687023,81.0,medium
P07624,ORG_W32024795,ORG_W32024795_T001,软件工程师,PL_W32024795,0.0,verified
P07625,ORG_W32707399,ORG_W32707399_T001,高级软件工程师,PL_W32707399,0.0,verified
P07626,ORG_W34573775,ORG_W34573775_T001,高级运营专员,PL_W34573775,0.0,verified
P07627,ORG_UNRES_W239827900,ORG_UNRES_W239827900_T001,销售代表,PL_W239827900,0.0,unresolved
P07628,ORG_W1024399954,ORG_W1024399954_T001,硕士研究生,PL_W1024399954,0.0,verified
P07629,ORG_N11090819628,ORG_N11090819628_T001,独立承包商,PL_N11090819628,0.0,verified
P07630,ORG_UNRES_W34122101,ORG_UNRES_W34122101_T001,高级软件工程师,PL_W34122101,0.0,unresolved
P07631,ORG_UNRES_W33361587,ORG_UNRES_W33361587_T001,焊工,PL_W33361587,0.0,unresolved
P07632,ORG_W65592644,ORG_W65592644_T001,行政专员,PL_W65592644,0.0,verified
P07633,ORG_UNRES_W36791704,ORG_UNRES_W36791704_T001,私教,PL_W36791704,0.0,unresolved
P07634,ORG_W775640504,ORG_W775640504_T001,硕士研究生,PL_W775640504,0.0,verified
P07635,ORG_N5069379323,ORG_N5069379323_T001,保安,PL_N5069379323,0.0,verified
P07636,ORG_N5478886799,ORG_N5478886799_T001,健身教练,PL_N5478886799,0.0,verified
P07637,ORG_N6554833778,ORG_N6554833778_T001,HR经理,PL_W58431321,42.7,medium
P07638,ORG_UNRES_W704288158,ORG_UNRES_W704288158_T001,自由销售,PL_W704288158,0.0,unresolved
P07639,ORG_UNRES_W34582249,ORG_UNRES_W34582249_T001,会计,PL_W34582249,0.0,unresolved
P07640,ORG_W33561117,ORG_W33561117_T001,高级产品经理,PL_W33561117,0.0,verified
P07641,ORG_N12996489265,ORG_N12996489265_T001,健身教练,PL_N12996489265,0.0,verified
P07642,ORG_N12312756757,ORG_N12312756757_T001,本科生,PL_N12312756757,0.0,verified
P07643,ORG_W27778689,ORG_W27778689_T001,酒店前台,PL_W27778689,0.0,verified
P07644,ORG_N11195009100,ORG_N11195009100_T001,收银员,PL_N11195009100,0.0,verified
P07645,ORG_W148646768,ORG_W148646768_T001,客服,PL_W148646768,0.0,verified
P07646,ORG_W61982576,ORG_W61982576_T001,销售代表,PL_W61982576,0.0,verified
P07647,ORG_N2299019719,ORG_N2299019719_T001,采购经理,PL_W107138623,21.3,high
P07648,ORG_N13908369382,ORG_N13908369382_T001,收银员,PL_N13908369382,0.0,verified
P07649,ORG_UNRES_W29512399,ORG_UNRES_W29512399_T001,会计,PL_W29512399,0.0,unresolved
P07650,ORG_N5478886799,ORG_N5478886799_T001,健身教练,PL_N5478886799,0.0,verified
P07651,ORG_N2681580824,ORG_N2681580824_T001,硕士研究生,PL_N2681580824,0.0,verified
P07652,ORG_W1289507559,ORG_W1289507559_T001,硕士研究生,PL_W1289507559,0.0,verified
P07653,ORG_N5366324122,ORG_N5366324122_T001,咖啡师,PL_N5366324122,0.0,verified
P07654,ORG_W80378604,ORG_W80378604_T001,数据分析师,PL_W34121938,63.8,medium
P07655,ORG_N6348675997,ORG_N6348675997_T001,软件工程师,PL_W659588332,65.0,medium
P07656,ORG_W23447393,ORG_W23447393_T001,本科生,PL_W23447393,0.0,verified
P07657,ORG_W34550594,ORG_W34550594_T001,软件工程师,PL_W34550594,0.0,verified
P07658,ORG_W150494721,ORG_W150494721_T001,区域经理,PL_W150494721,0.0,verified
P07659,ORG_W148646768,ORG_W148646768_T001,酒店前台,PL_W148646768,0.0,verified
P07660,ORG_N6548307620,ORG_N6548307620_T001,摄影师,PL_W203046133,36.4,medium
P07661,ORG_W34749848,ORG_W34749848_T001,客服,PL_W34749848,0.0,verified
P07662,ORG_N5443636923,ORG_N5443636923_T001,行政专员,PL_W663827183,63.8,medium
P07663,ORG_W23447424,ORG_W23447424_T002,硕士研究生,PL_W23447424,0.0,verified
P07664,ORG_N281361239,ORG_N281361239_T001,收银员,PL_N281361239,0.0,verified
P07665,ORG_N6712340477,ORG_N6712340477_T001,保安,PL_N6712340477,0.0,verified
P07666,ORG_W122198266,ORG_W122198266_T001,项目经理,PL_W122198266,0.0,verified
P07667,ORG_UNRES_W679142323,ORG_UNRES_W679142323_T001,快递员,PL_W679142323,0.0,unresolved
P07668,ORG_UNRES_W66980130,ORG_UNRES_W66980130_T001,仓库操作员,PL_W66980130,0.0,unresolved
P07669,ORG_W23447424,ORG_W23447424_T002,本科生,PL_W23447424,0.0,verified
P07670,ORG_N6561364609,ORG_N6561364609_T001,高级运营专员,PL_N6561364609,0.0,verified
P07671,ORG_UNRES_W32540130,ORG_UNRES_W32540130_T001,焊工,PL_W32540130,0.0,unresolved
P07672,ORG_N6423958627,ORG_N6423958627_T001,高级软件工程师,PL_W659629337,68.3,medium
P07673,ORG_N13932514833,ORG_N13932514833_T001,理发师,PL_N13932514833,0.0,verified
P07674,ORG_UNRES_W1130755538,ORG_UNRES_W1130755538_T001,自由销售,PL_W1130755538,0.0,unresolved
P07675,ORG_N11037686277,ORG_N11037686277_T001,客户专员,PL_W661770747,4.3,high
P07676,ORG_UNRES_W705519670,ORG_UNRES_W705519670_T001,维修技师,PL_W705519670,0.0,unresolved
P07677,ORG_N6373239278,ORG_N6373239278_T001,美容师,PL_N6373239278,0.0,verified
P07678,ORG_N6659697163,ORG_N6659697163_T001,理发师,PL_N6659697163,0.0,verified
P07679,ORG_N9684228297,ORG_N9684228297_T001,高级数据分析师,PL_N9684228297,0.0,verified
P07680,ORG_UNRES_W277289052,ORG_UNRES_W277289052_T001,配送员,PL_W277289052,0.0,unresolved
P07681,ORG_N12198108801,ORG_N12198108801_T001,网店经营者,PL_N12198108801,0.0,verified
P07682,ORG_N6548584911,ORG_N6548584911_T001,软件工程师,PL_N6548584911,0.0,verified
P07683,ORG_W442980016,ORG_W442980016_T001,收银员,PL_W442980016,0.0,verified
P07684,ORG_UNRES_W656560383,ORG_UNRES_W656560383_T001,私教,PL_W656560383,0.0,unresolved
P07685,ORG_W288106846,ORG_W288106846_T001,酒店服务人员,PL_W288106846,0.0,verified
P07686,ORG_N10838194331,ORG_N10838194331_T001,财务专员,PL_W660836569,45.3,medium
P07687,ORG_N13917983710,ORG_N13917983710_T001,客户经理,PL_N13917983710,0.0,verified
P07688,ORG_N6325960642,ORG_N6325960642_T001,健身教练,PL_N6325960642,0.0,verified
P07689,ORG_N3796212747,ORG_N3796212747_T001,收银员,PL_N3796212747,0.0,verified
P07690,ORG_N9543551939,ORG_N9543551939_T001,本科生,PL_N9543551939,0.0,verified
P07691,ORG_UNRES_W141171734,ORG_UNRES_W141171734_T001,仓库操作员,PL_W141171734,0.0,unresolved
P07692,ORG_UNRES_W111082526,ORG_UNRES_W111082526_T001,高级产品经理,PL_W111082526,0.0,unresolved
P07693,ORG_N6495425602,ORG_N6495425602_T001,咖啡师,PL_N6495425602,0.0,verified
P07694,ORG_UNRES_W659321712,ORG_UNRES_W659321712_T001,软件工程师,PL_W659321712,0.0,unresolved
P07695,ORG_W67141590,ORG_W67141590_T001,财务专员,PL_W67141590,0.0,verified
P07696,ORG_W34084140,ORG_W34084140_T001,酒店服务人员,PL_W34084140,0.0,verified
P07697,ORG_UNRES_W981497623,ORG_UNRES_W981497623_T001,保安,PL_W981497623,0.0,unresolved
P07698,ORG_UNRES_W56062961,ORG_UNRES_W56062961_T001,建筑工人,PL_W56062961,0.0,unresolved
P07699,ORG_UNRES_W36791714,ORG_UNRES_W36791714_T001,自媒体从业者,PL_W36791714,0.0,unresolved
P07700,ORG_W162607309,ORG_W162607309_T001,高级数据分析师,PL_W162607309,0.0,verified
P07701,ORG_W32707399,ORG_W32707399_T001,高级数据分析师,PL_W32707399,0.0,verified
P07702,ORG_W35491449,ORG_W35491449_T001,销售经理,PL_W35491449,0.0,verified
P07703,ORG_W231773826,ORG_W231773826_T002,保安,PL_W231773826,0.0,verified
P07704,ORG_UNRES_W55413451,ORG_UNRES_W55413451_T001,运营专员,PL_W55413451,0.0,unresolved
P07705,ORG_N6416453274,ORG_N6416453274_T001,项目经理,PL_N6416453274,0.0,verified
P07706,ORG_W43806332,ORG_W43806332_T001,私教,PL_W43806332,0.0,verified
P07707,ORG_N7323173820,ORG_N7323173820_T001,人力资源经理,PL_W61430317,1.1,high
P07708,ORG_UNRES_W659732267,ORG_UNRES_W659732267_T001,咨询顾问,PL_W659732267,0.0,unresolved
P07709,ORG_W1504222043,ORG_W1504222043_T001,硕士研究生,PL_W1504222043,0.0,verified
P07710,ORG_W141693739,ORG_W141693739_T001,行政专员,PL_W141693739,0.0,verified
P07711,ORG_N13962631450,ORG_N13962631450_T001,采购专员,PL_N13962631450,0.0,verified
P07712,ORG_W32773286,ORG_W32773286_T001,采购专员,PL_W32773286,0.0,verified
P07713,ORG_W115222390,ORG_W115222390_T002,HR经理,PL_W115222390,0.0,verified
P07714,ORG_N4368589695,ORG_N4368589695_T001,自由销售,PL_N4368589695,0.0,verified
P07715,ORG_W137923156,ORG_W137923156_T001,高级运营专员,PL_W137923156,0.0,verified
P07716,ORG_N8921496372,ORG_N8921496372_T001,咨询顾问,PL_N8921496372,0.0,verified
P07717,ORG_W60428571,ORG_W60428571_T001,维修技师,PL_W60428594,39.8,medium
P07718,ORG_W231284913,ORG_W231284913_T002,酒店前台,PL_W231284913,0.0,verified
P07719,ORG_N6848476768,ORG_N6848476768_T001,高级运营专员,PL_W1194870091,39.1,medium
P07720,ORG_N6359447137,ORG_N6359447137_T001,客户专员,PL_N6359447137,0.0,verified
P07721,ORG_N14020001312,ORG_N14020001312_T001,软件工程师,PL_N14020001312,0.0,verified
P07722,ORG_N11310904116,ORG_N11310904116_T001,健身教练,PL_N11310904116,0.0,verified
P07723,ORG_UNRES_W1091080136,ORG_UNRES_W1091080136_T001,建筑工人,PL_W1091080136,0.0,unresolved
P07724,ORG_W659617769,ORG_W659617769_T001,安装工,PL_W659617769,0.0,verified
P07725,ORG_UNRES_W455610181,ORG_UNRES_W455610181_T001,行政专员,PL_W455610181,0.0,unresolved
P07726,ORG_UNRES_W662213143,ORG_UNRES_W662213143_T001,高级软件工程师,PL_W662213143,0.0,unresolved
P07727,ORG_UNRES_W306426685,ORG_UNRES_W306426685_T001,数据分析师,PL_W306426685,0.0,unresolved
P07728,ORG_UNRES_W1545155847,ORG_UNRES_W1545155847_T001,项目经理,PL_W1545155847,0.0,unresolved
P07729,ORG_N8518307710,ORG_N8518307710_T001,零售店员,PL_N8518307710,0.0,verified
P07730,ORG_W31926308,ORG_W31926308_T001,产品经理,PL_W31926308,0.0,verified
P07731,ORG_N7720347797,ORG_N7720347797_T001,财务专员,PL_N7720347797,0.0,verified
P07732,ORG_N6589662179,ORG_N6589662179_T001,高级运营专员,PL_N6589662179,0.0,verified
P07733,ORG_N7745266377,ORG_N7745266377_T001,收银员,PL_N7745266377,0.0,verified
P07734,ORG_N6354886589,ORG_N6354886589_T001,私教,PL_N6354886589,0.0,verified
P07735,ORG_W27767627,ORG_W27767627_T001,销售代表,PL_W27767627,0.0,verified
P07736,ORG_UNRES_W659116685,ORG_UNRES_W659116685_T001,汽车技师,PL_W659116685,0.0,unresolved
P07737,ORG_UNRES_W661325307,ORG_UNRES_W661325307_T001,摄影师,PL_W661325307,0.0,unresolved
P07738,ORG_W42890418,ORG_W42890418_T001,高级产品经理,PL_W42890418,0.0,verified
P07739,ORG_N4322241900,ORG_N4322241900_T001,咖啡师,PL_N4322241900,0.0,verified
P07740,ORG_W25420435,ORG_W25420435_T001,项目经理,PL_W25420435,0.0,verified
P07741,ORG_N6352818284,ORG_N6352818284_T001,软件工程师,PL_N6352818284,0.0,verified
P07742,ORG_N6551615785,ORG_N6551615785_T001,高级项目经理,PL_W797144766,17.8,high
P07743,ORG_W61759776,ORG_W61759776_T003,本科生,PL_W61759776,0.0,verified
P07744,ORG_W23447393,ORG_W23447393_T001,本科生,PL_W23447393,0.0,verified
P07745,ORG_N565543441,ORG_N565543441_T001,零售店员,PL_N565543441,0.0,verified
P07746,ORG_W23447424,ORG_W23447424_T001,本科生,PL_W23447424,0.0,verified
P07747,ORG_W59036010,ORG_W59036010_T001,财务专员,PL_W59036010,0.0,verified
P07748,ORG_UNRES_W34571353,ORG_UNRES_W34571353_T001,客户专员,PL_W34571353,0.0,unresolved
P07749,ORG_N2158114886,ORG_N2158114886_T001,咖啡师,PL_N2158114886,0.0,verified
P07750,ORG_UNRES_W62361716,ORG_UNRES_W62361716_T001,客户专员,PL_W62361716,0.0,unresolved
P07751,ORG_N12897744768,ORG_N12897744768_T001,收银员,PL_N12897744768,0.0,verified
P07752,ORG_UNRES_W1226256410,ORG_UNRES_W1226256410_T001,安装工,PL_W1226256410,0.0,unresolved
P07753,ORG_UNRES_W187814126,ORG_UNRES_W187814126_T001,客户专员,PL_W187814126,0.0,unresolved
P07754,ORG_UNRES_W1275510440,ORG_UNRES_W1275510440_T001,摄影师,PL_W1275510440,0.0,unresolved
P07755,ORG_N7578507796,ORG_N7578507796_T001,美容师,PL_N502704915,10.8,high
P07756,ORG_N12227886709,ORG_N12227886709_T001,美容师,PL_N12227886709,0.0,verified
P07757,ORG_UNRES_W804363060,ORG_UNRES_W804363060_T001,会计,PL_W804363060,0.0,unresolved
P07758,ORG_N11608557109,ORG_N11608557109_T001,高级软件工程师,PL_W60516163,90.2,medium
P07759,ORG_N2159450932,ORG_N2159450932_T001,私教,PL_N2159450932,0.0,verified
P07760,ORG_N3590624203,ORG_N3590624203_T001,高级运营专员,PL_N3590624203,0.0,verified
P07761,ORG_N6448767789,ORG_N6448767789_T001,房产经纪,PL_N6448767789,0.0,verified
P07762,ORG_N5832485425,ORG_N5832485425_T001,销售经理,PL_N5832485425,0.0,verified
P07763,ORG_N7797321403,ORG_N7797321403_T001,硕士研究生,PL_N7797321403,0.0,verified
P07764,ORG_UNRES_W31619934,ORG_UNRES_W31619934_T001,高级数据分析师,PL_W31619934,0.0,unresolved
P07765,ORG_UNRES_W144500767,ORG_UNRES_W144500767_T001,自由设计师,PL_W144500767,0.0,unresolved
P07766,ORG_N7857193347,ORG_N7857193347_T001,设计师,PL_W361650356,90.9,medium
P07767,ORG_W309151588,ORG_W309151588_T001,设计师,PL_W309151588,0.0,verified
P07768,ORG_N6348250425,ORG_N6348250425_T001,健身教练,PL_N6348250425,0.0,verified
P07769,ORG_W96144517,ORG_W96144517_T001,财务专员,PL_W96144516,61.8,medium
P07770,ORG_UNRES_W217385273,ORG_UNRES_W217385273_T001,建筑工人,PL_W217385273,0.0,unresolved
P07771,ORG_N10290303700,ORG_N10290303700_T001,HR经理,PL_N10290303700,0.0,verified
P07772,ORG_N12898127234,ORG_N12898127234_T001,餐厅服务员,PL_N12898127234,0.0,verified
P07773,ORG_N4207071170,ORG_N4207071170_T001,美容师,PL_N4207071170,0.0,verified
P07774,ORG_N2832358702,ORG_N2832358702_T001,项目经理,PL_N2832358702,0.0,verified
P07775,ORG_UNRES_W32122686,ORG_UNRES_W32122686_T001,自由设计师,PL_W32122686,0.0,unresolved
P07776,ORG_N7351237773,ORG_N7351237773_T001,财务主管,PL_W669874248,35.9,medium
P07777,ORG_W23447514,ORG_W23447514_T001,本科生,PL_W23447514,0.0,verified
P07778,ORG_W34587440,ORG_W34587440_T001,财务主管,PL_W34587440,0.0,verified
P07779,ORG_UNRES_W703598070,ORG_UNRES_W703598070_T001,维修技师,PL_W703598070,0.0,unresolved
P07780,ORG_W23447424,ORG_W23447424_T002,硕士研究生,PL_W23447424,0.0,verified
P07781,ORG_UNRES_W680624938,ORG_UNRES_W680624938_T001,销售代表,PL_W680624938,0.0,unresolved
P07782,ORG_UNRES_W661951734,ORG_UNRES_W661951734_T001,快递员,PL_W661951734,0.0,unresolved
P07783,ORG_UNRES_W58869418,ORG_UNRES_W58869418_T001,安装工,PL_W58869418,0.0,unresolved
P07784,ORG_UNRES_W62361726,ORG_UNRES_W62361726_T001,运营专员,PL_W62361726,0.0,unresolved
P07785,ORG_N13196774888,ORG_N13196774888_T001,摄影师,PL_N13196774888,0.0,verified
P07786,ORG_W34749848,ORG_W34749848_T001,保安,PL_W34749848,0.0,verified
P07787,ORG_W62058576,ORG_W62058576_T001,销售经理,PL_W137927025,69.6,medium
P07788,ORG_W61759776,ORG_W61759776_T002,硕士研究生,PL_W61759776,0.0,verified
P07789,ORG_N5161264621,ORG_N5161264621_T001,采购专员,PL_W657722108,16.0,high
P07790,ORG_N9233976762,ORG_N9233976762_T001,高级软件工程师,PL_W661345988,79.6,medium
P07791,ORG_N1193708354,ORG_N1193708354_T001,销售代表,PL_N1193708354,0.0,verified
P07792,ORG_N13944300601,ORG_N13944300601_T001,理发师,PL_N13944300601,0.0,verified
P07793,ORG_UNRES_W659830904,ORG_UNRES_W659830904_T001,咨询顾问,PL_W659830904,0.0,unresolved
P07794,ORG_W1366234349,ORG_W1366234349_T002,采购专员,PL_W106971408,28.1,medium
P07795,ORG_N13764108580,ORG_N13764108580_T001,私教,PL_N13764108580,0.0,verified
P07796,ORG_UNRES_W60118201,ORG_UNRES_W60118201_T001,会计,PL_W60118201,0.0,unresolved
P07797,ORG_N4421255631,ORG_N4421255631_T001,零售店员,PL_N4421255631,0.0,verified
P07798,ORG_W80378604,ORG_W80378604_T001,会计,PL_W34121938,63.8,medium
P07799,ORG_N384785143,ORG_N384785143_T001,零售店员,PL_N384785143,0.0,verified
P07800,ORG_N13146174589,ORG_N13146174589_T001,厨师,PL_N13146174589,0.0,verified
P07801,ORG_W657979282,ORG_W657979282_T001,会计,PL_W657979282,0.0,verified
P07802,ORG_N1291264971,ORG_N1291264971_T001,客户专员,PL_W151793363,7.7,high
P07803,ORG_N7570784647,ORG_N7570784647_T001,高级软件工程师,PL_W1541291206,9.3,high
P07804,ORG_N6575089207,ORG_N6575089207_T001,零售店员,PL_N6575089207,0.0,verified
P07805,ORG_W27767636,ORG_W27767636_T001,运营专员,PL_W27767636,0.0,verified
P07806,ORG_UNRES_W703923700,ORG_UNRES_W703923700_T001,电工,PL_W703923700,0.0,unresolved
P07807,ORG_N1138266329,ORG_N1138266329_T001,保安,PL_N1138266329,0.0,verified
P07808,ORG_UNRES_W56010324,ORG_UNRES_W56010324_T001,汽车技师,PL_W56010324,0.0,unresolved
P07809,ORG_N13889944378,ORG_N13889944378_T001,HR经理,PL_W663315377,13.2,high
P07810,ORG_N4328466044,ORG_N4328466044_T001,采购经理,PL_N4328466044,0.0,verified
P07811,ORG_UNRES_W32654438,ORG_UNRES_W32654438_T001,高级运营专员,PL_W32654438,0.0,unresolved
P07812,ORG_UNRES_W659239608,ORG_UNRES_W659239608_T001,运营经理,PL_W659239608,0.0,unresolved
P07813,ORG_N13343101342,ORG_N13343101342_T001,采购专员,PL_W663827276,45.2,medium
P07814,ORG_W7969162,ORG_W7969162_T001,客户专员,PL_W7969162,0.0,verified
P07815,ORG_N6371193273,ORG_N6371193273_T001,设计师,PL_W58938377,24.1,high
P07816,ORG_N4100291272,ORG_N4100291272_T001,餐厅服务员,PL_N4100291272,0.0,verified
P07817,ORG_N6315140376,ORG_N6315140376_T001,会计,PL_N6315140376,0.0,verified
P07818,ORG_UNRES_W33543299,ORG_UNRES_W33543299_T001,运营专员,PL_W33543299,0.0,unresolved
P07819,ORG_N9738778309,ORG_N9738778309_T001,采购专员,PL_W1545245082,26.8,medium
P07820,ORG_UNRES_W104942318,ORG_UNRES_W104942318_T001,房产经纪,PL_W104942318,0.0,unresolved
P07821,ORG_W1109164580,ORG_W1109164580_T001,酒店前台,PL_W1109164580,0.0,verified
P07822,ORG_N9826047290,ORG_N9826047290_T001,高级运营专员,PL_N9826047290,0.0,verified
P07823,ORG_W27767640,ORG_W27767640_T002,酒店前台,PL_W27767640,0.0,verified
P07824,ORG_N763667715,ORG_N763667715_T001,数据分析师,PL_W61014140,20.5,high
P07825,ORG_N4016668554,ORG_N4016668554_T001,客服,PL_N4016668554,0.0,verified
P07826,ORG_W34749721,ORG_W34749721_T001,酒店前台,PL_W34749721,0.0,verified
P07827,ORG_N7916591460,ORG_N7916591460_T001,数据分析师,PL_W660620517,56.5,medium
P07828,ORG_W33562386,ORG_W33562386_T001,客服,PL_W33562386,0.0,verified
P07829,ORG_N6549452003,ORG_N6549452003_T001,客服,PL_N6549452003,0.0,verified
P07830,ORG_W797142352,ORG_W797142352_T001,项目经理,PL_W797142352,0.0,verified
P07831,ORG_UNRES_W1204537184,ORG_UNRES_W1204537184_T001,独立程序员,PL_W1204537184,0.0,unresolved
P07832,ORG_N3849949568,ORG_N3849949568_T001,收银员,PL_N3849949568,0.0,verified
P07833,ORG_W166090379,ORG_W166090379_T001,HR经理,PL_W166090379,0.0,verified
P07834,ORG_N7759269231,ORG_N7759269231_T001,美容师,PL_N7759269231,0.0,verified
P07835,ORG_N7612815481,ORG_N7612815481_T001,房产经纪,PL_N7612815481,0.0,verified
P07836,ORG_N8626077911,ORG_N8626077911_T001,高级运营专员,PL_N8626077911,0.0,verified
P07837,ORG_W660222492,ORG_W660222492_T001,销售经理,PL_W660222492,0.0,verified
P07838,ORG_UNRES_W79577687,ORG_UNRES_W79577687_T001,设备操作员,PL_W79577687,0.0,unresolved
P07839,ORG_W275134102,ORG_W275134102_T001,保安,PL_W275134102,0.0,verified
P07840,ORG_N13889944378,ORG_N13889944378_T001,房产经纪,PL_W236148180,83.8,medium
P07841,ORG_W55413460,ORG_W55413460_T001,高级软件工程师,PL_W55413460,0.0,verified
P07842,ORG_W23447424,ORG_W23447424_T001,博士研究生,PL_W23447424,0.0,verified
P07843,ORG_N6546274464,ORG_N6546274464_T001,厨师,PL_N6546274464,0.0,verified
P07844,ORG_UNRES_W1173954309,ORG_UNRES_W1173954309_T001,HR经理,PL_W1173954309,0.0,unresolved
P07845,ORG_N6493349393,ORG_N6493349393_T001,客服,PL_N6493349393,0.0,verified
P07846,ORG_N5802396009,ORG_N5802396009_T001,采购经理,PL_N5802396009,0.0,verified
P07847,ORG_W370371691,ORG_W370371691_T001,销售代表,PL_W370371691,0.0,verified
P07848,ORG_UNRES_N544554088,ORG_UNRES_N544554088_T001,咖啡师,PL_N544554088,0.0,unresolved
P07849,ORG_N13951116891,ORG_N13951116891_T001,保安,PL_N13951116891,0.0,verified
P07850,ORG_UNRES_W661347087,ORG_UNRES_W661347087_T001,高级软件工程师,PL_W661347087,0.0,unresolved
P07851,ORG_W186015896,ORG_W186015896_T001,维修技师,PL_W704229395,47.6,medium
P07852,ORG_UNRES_W660806732,ORG_UNRES_W660806732_T001,摄影师,PL_W660806732,0.0,unresolved
P07853,ORG_UNRES_W43804348,ORG_UNRES_W43804348_T001,维修技师,PL_W43804348,0.0,unresolved
P07854,ORG_N9133561186,ORG_N9133561186_T001,客户专员,PL_W56724000,57.2,medium
P07855,ORG_N6423958629,ORG_N6423958629_T001,部门经理,PL_W225518790,75.7,medium
P07856,ORG_N6313899867,ORG_N6313899867_T001,客服,PL_N6313899867,0.0,verified
P07857,ORG_W34084532,ORG_W34084532_T001,保安,PL_W34084532,0.0,verified
P07858,ORG_N547498239,ORG_N547498239_T001,硕士研究生,PL_N547498239,0.0,verified
P07859,ORG_UNRES_W661951668,ORG_UNRES_W661951668_T001,焊工,PL_W661951668,0.0,unresolved
P07860,ORG_N6423958627,ORG_N6423958627_T001,采购经理,PL_W659629317,21.7,high
P07861,ORG_N12893497687,ORG_N12893497687_T001,保安,PL_N12893497687,0.0,verified
P07862,ORG_N12402836388,ORG_N12402836388_T001,销售代表,PL_W1258091966,7.9,high
P07863,ORG_N700645450,ORG_N700645450_T001,零售店员,PL_N700645450,0.0,verified
P07864,ORG_N12818166967,ORG_N12818166967_T001,行政专员,PL_N12818166967,0.0,verified
P07865,ORG_N4507572289,ORG_N4507572289_T001,硕士研究生,PL_N4507572289,0.0,verified
P07866,ORG_W61011666,ORG_W61011666_T001,数据分析师,PL_W61011666,0.0,verified
P07867,ORG_UNRES_N3507801026,ORG_UNRES_N3507801026_T001,收银员,PL_N3507801026,0.0,unresolved
P07868,ORG_UNRES_W659445378,ORG_UNRES_W659445378_T001,网店经营者,PL_W659445378,0.0,unresolved
P07869,ORG_N6323908392,ORG_N6323908392_T001,高级软件工程师,PL_W34775093,84.4,medium
